# Gyne-DEG Atlas Machine Learning Gene Panel (RandomForest)
# CV Type: LeaveOneDatasetOut
# Mean AUROC: 0.6205
# Fold Details: GSE102293=0.8750, GSE106724=0.5000, GSE114419=0.5000, GSE137684=0.3125, GSE199225=0.5750, GSE207000=0.9444, GSE262302=0.5000, GSE286315=0.4444, GSE316028=1.0000, GSE34526=0.1667, GSE40007=0.5000, GSE44207=0.5000, GSE47360=0.6944, GSE51981=0.6889, GSE56854=0.5000, GSE6364=0.3824, GSE6798=0.8462, GSE75425=0.8750, GSE8157=0.9846
# Total samples: 397 (Cases: 206, Controls: 191)
# Total features: 1247
gene	coefficient	mean_abs_shap
KRT8P12	0.00011583081261344036	0.00011583081261344036
LINC01592	0.000113409290510232	0.000113409290510232
AFTPH	0.00011296029473017747	0.00011296029473017747
H4C3	0.00011178765815325517	0.00011178765815325517
H2AC4	0.00011145925225183397	0.00011145925225183397
H4C15	0.00011133887918499508	0.00011133887918499508
CCNB2	0.00011113104679989977	0.00011113104679989977
MIR924HG	0.00011082924114828951	0.00011082924114828951
SESN2	0.00010999759522390559	0.00010999759522390559
GCNT4	0.0001097834979087211	0.0001097834979087211
SPDYA	0.00010931299651887306	0.00010931299651887306
H2AC8	0.00010923296494220703	0.00010923296494220703
H4C9	0.00010911657937080084	0.00010911657937080084
ALDH1B1	0.00010836636912277248	0.00010836636912277248
H3C14	0.00010779148984544281	0.00010779148984544281
UCP2	0.00010777002344744533	0.00010777002344744533
NCAM2	0.00010754703362131133	0.00010754703362131133
POC1A	0.00010715435390085041	0.00010715435390085041
GRIN2A	0.0001070787758202203	0.0001070787758202203
EFCAB13	0.0001064581016969138	0.0001064581016969138
H2BC9	0.00010527814881747464	0.00010527814881747464
SPON2	0.00010458967428441498	0.00010458967428441498
KIF15	0.00010458343986162142	0.00010458343986162142
CKS2	0.00010304152848106721	0.00010304152848106721
CDCA2	0.0001029510065434775	0.0001029510065434775
FAM227A	0.00010294111753933249	0.00010294111753933249
H4C12	0.00010247033975698809	0.00010247033975698809
EDIL3-DT	0.00010214452034528452	0.00010214452034528452
FEN1	0.00010171095810500663	0.00010171095810500663
RN7SKP57	0.0001016009064280546	0.0001016009064280546
FYB1	9.967845005078247e-05	9.967845005078247e-05
BIRC5	9.891219278303166e-05	9.891219278303166e-05
CT69	9.838459527527993e-05	9.838459527527993e-05
UPK3BL1	9.66387105351362e-05	9.66387105351362e-05
SPMIP1	9.654739859531166e-05	9.654739859531166e-05
SEPTIN7P6	9.39961375635798e-05	9.39961375635798e-05
LINC02015	9.049678157372772e-05	9.049678157372772e-05
SPECC1L-ADORA2A	8.787165094812705e-05	8.787165094812705e-05
SMC4	8.712789585034196e-05	8.712789585034196e-05
FBXL22	8.689513398923232e-05	8.689513398923232e-05
CCDC81	8.48701087785121e-05	8.48701087785121e-05
H2AC17	8.474225698714497e-05	8.474225698714497e-05
H4C14	8.285217391304347e-05	8.285217391304347e-05
PRECSIT	7.793178465995265e-05	7.793178465995265e-05
FAM120C	7.652654891946704e-05	7.652654891946704e-05
RHEBL1	7.591180313810631e-05	7.591180313810631e-05
H3C7	7.515670605925589e-05	7.515670605925589e-05
YOD1	7.42563596713051e-05	7.42563596713051e-05
SHCBP1	6.97359949487893e-05	6.97359949487893e-05
FANCC	6.804421537499301e-05	6.804421537499301e-05
ADAMTS19	6.187257542647099e-05	6.187257542647099e-05
TICRR	6.0639414550393104e-05	6.0639414550393104e-05
SCN7A	5.9873546801201825e-05	5.9873546801201825e-05
LOC400627	5.80690635759791e-05	5.80690635759791e-05
CTPS1	5.702566394279879e-05	5.702566394279879e-05
ZNF442	5.658007251900806e-05	5.658007251900806e-05
MCM5	5.652951495682683e-05	5.652951495682683e-05
C1orf21	5.607194574037566e-05	5.607194574037566e-05
JAKMIP3	5.4068083371077835e-05	5.4068083371077835e-05
LINC00994	5.3972159194179084e-05	5.3972159194179084e-05
H4C13	5.178150859443197e-05	5.178150859443197e-05
H2BC10	4.9526962526777655e-05	4.9526962526777655e-05
RN7SL600P	4.7788770930073384e-05	4.7788770930073384e-05
MYBL2	4.138027179907099e-05	4.138027179907099e-05
ASF1B	3.5861483868572015e-05	3.5861483868572015e-05
PAQR5	3.530199752034925e-05	3.530199752034925e-05
DSN1	2.5237648333886678e-05	2.5237648333886678e-05
OR5P1P	2.413152574654257e-05	2.413152574654257e-05
ANKRD34B	2.1632860466704374e-05	2.1632860466704374e-05
SCN1A	1.8449187299257002e-05	1.8449187299257002e-05
MACIR	1.3194032332176312e-05	1.3194032332176312e-05
TYW1B	0.0	0.0
CFAP54	0.0	0.0
CFAP298-TCP10L	0.0	0.0
UBAP1L	0.0	0.0
HROB	0.0	0.0
H4C6	0.0	0.0
H4C4	0.0	0.0
ZNF724	0.0	0.0
CD109-AS1	0.0	0.0
TSPAN5-DT	0.0	0.0
PEDS1-UBE2V1	0.0	0.0
PCOTH	0.0	0.0
CEMIP2	0.0	0.0
MFAP3L	0.0	0.0
ULBP3	0.0	0.0
NOX4P1	0.0	0.0
CEACAMP10	0.0	0.0
LINC02610	0.0	0.0
NOC2LP1	0.0	0.0
NHIP	0.0	0.0
BPESC1	0.0	0.0
NEMP1	0.0	0.0
LOC105374971	0.0	0.0
GARIN1B	0.0	0.0
GOLGA8G	0.0	0.0
PAPPA-AS1	0.0	0.0
ARHGAP23P1	0.0	0.0
PURPL	0.0	0.0
NFIB	0.0	0.0
HIF1A-AS3	0.0	0.0
SMAD3	0.0	0.0
SLCO4A1	0.0	0.0
SLFNL1-AS1	0.0	0.0
H4C11	0.0	0.0
GOLGA8F	0.0	0.0
GOLGA6L3P	0.0	0.0
SLC49A3	0.0	0.0
SGO2	0.0	0.0
SGO1	0.0	0.0
LINC00517	0.0	0.0
SERTM2	0.0	0.0
CENPU	0.0	0.0
CENPP	0.0	0.0
ACP3	0.0	0.0
UBE2Q2P6	0.0	0.0
H2AC15	0.0	0.0
H2AC16	0.0	0.0
NPHP3-ACAD11	0.0	0.0
LIMS4	0.0	0.0
RSPH4A	0.0	0.0
H4C2	0.0	0.0
FIRRM	0.0	0.0
SCHIP1	0.0	0.0
FAM225B	0.0	0.0
FAM180A	0.0	0.0
SNORA2C	0.0	0.0
SNORA80A	0.0	0.0
SNORA2A	0.0	0.0
SNORA26	0.0	0.0
LOC100420114	0.0	0.0
H1-3	0.0	0.0
LOC100288637	0.0	0.0
LOC100129554	0.0	0.0
FAM111B	0.0	0.0
MYORG	0.0	0.0
CCN3	0.0	0.0
CCN2	0.0	0.0
RN7SL535P	0.0	0.0
H4C1	0.0	0.0
H3C8	0.0	0.0
H3C4	0.0	0.0
H3C15	0.0	0.0
KRT17	0.0	0.0
KNL1	0.0	0.0
KLRK1-AS1	0.0	0.0
KLF17P2	0.0	0.0
GREM1-AS1	0.0	0.0
H2AC7	0.0	0.0
H2AC21	0.0	0.0
ALG10	0.0	0.0
ALKAL1	0.0	0.0
SYNE1	0.0	0.0
SULT1C4	0.0	0.0
EMP1	0.0	0.0
SYS1-DBNDD2	0.0	0.0
CCDC190	0.0	0.0
LOC101927727	0.0	0.0
LOC100996660	0.0	0.0
LRATD2	0.0	0.0
LOC442041	0.0	0.0
LOC283299	0.0	0.0
LOC128966597	0.0	0.0
SSU72-AS1	0.0	0.0
LOC124902477	0.0	0.0
LOC105376292	0.0	0.0
H3C1	0.0	0.0
DYNLT5	0.0	0.0
H2AC13	0.0	0.0
H2AC12	0.0	0.0
H2AC11	0.0	0.0
H2AC14	0.0	0.0
H1-5	0.0	0.0
RPS3AP37	0.0	0.0
RPL31P46	0.0	0.0
RPL7L1P9	0.0	0.0
RPEP1	0.0	0.0
RNU6-2	0.0	0.0
RNF14P4	0.0	0.0
SAPCD2	0.0	0.0
RN7SL608P	0.0	0.0
SYT15B	0.0	0.0
CALHM5	0.0	0.0
CAPNS2	0.0	0.0
KIAA2012	0.0	0.0
KBTBD8	0.0	0.0
PGM5	0.0	0.0
POLR1HASP	0.0	0.0
DERA	0.0	0.0
RACGAP1	0.0	0.0
RN7SL280P	0.0	0.0
RN7SL174P	0.0	0.0
LCE2A	0.0	0.0
LASP1NB	0.0	0.0
LINC01572	0.0	0.0
DLGAP5	0.0	0.0
H3C12	0.0	0.0
TENT5C	0.0	0.0
TCIM	0.0	0.0
BHLHE41	0.0	0.0
BFSP1	0.0	0.0
B3GNTL1P1	0.0	0.0
AUNIP	0.0	0.0
CRYBG1	0.0	0.0
COXFA4L2	0.0	0.0
DARS2	0.0	0.0
HCAR1	0.0	0.0
HASPIN	0.0	0.0
CATSPERB	0.0	0.0
IPO8P1	0.0	0.0
ATP2B1-AS1	0.0	0.0
LINC01429	0.0	0.0
TRPV1	0.0	0.0
COCH-AS1	0.0	0.0
CIMAP1B	0.0	0.0
CNTN5	0.0	0.0
TRBV12-4	0.0	0.0
CSPG4P10	0.0	0.0
BMP2	0.0	0.0
CIAO2A	0.0	0.0
H2BC26	0.0	0.0
H2BC18	0.0	0.0
H2BC17	0.0	0.0
H2BC14	0.0	0.0
H2BC12L	0.0	0.0
H2BC11	0.0	0.0
RIMOC1	0.0	0.0
JPT2	0.0	0.0
RIC1	0.0	0.0
RIBC2	0.0	0.0
RFPL4B	0.0	0.0
RHOG2P	0.0	0.0
RFLNA	0.0	0.0
LRP2	0.0	0.0
ATP23	0.0	0.0
XRCC3	0.0	0.0
XKR5	0.0	0.0
VTRNA1-1	0.0	0.0
ZFHX3-AS1	0.0	0.0
YTHDF1P1	0.0	0.0
ADAMTS7P3	0.0	0.0
MHENCR	0.0	0.0
MGAT4C	0.0	0.0
ZNF730	0.0	0.0
 
