gene	meta_log2FC	meta_p	meta_padj	n_datasets	direction
glutamate receptor, ionotropic, kainate 1	1.58613585	1	1	1	UP
glutamate receptor, ionotropic, kainate 2	0.380917525	1	1	1	UP
glutamate receptor, ionotropic, kainate 3	0.520860375	1	1	1	UP
glutamate receptor, ionotropic, kainate 4	0.54242995	1	1	1	UP
glutamate receptor, ionotropic, kainate 5	0.150225174999999	1	1	1	UP
glutamate receptor, metabotropic 1	0.322760175	1	1	1	UP
glutamate receptor, metabotropic 2	-0.40931435	1	1	1	DOWN
glutamate receptor, metabotropic 3	-0.444978175000001	1	1	1	DOWN
glutamate receptor, metabotropic 4	0.585379025	1	1	1	UP
glutamate receptor, metabotropic 5	-0.0776938000000005	1	1	1	DOWN
glutamate receptor, metabotropic 6	0.3457476	1	1	1	UP
glutamate receptor, metabotropic 7	-0.328769275	1	1	1	DOWN
glutamate receptor, metabotropic 8	0.386960275	1	1	1	UP
glutamate-ammonia ligase	0.227989249999999	1	1	1	UP
glutamate-cysteine ligase, catalytic subunit	0.736572375	1	1	1	UP
glutamate-cysteine ligase, modifier subunit	-0.0227292500000007	1	1	1	DOWN
glutamate-rich 1	0.225339199999999	1	1	1	UP
glutamate-rich WD repeat containing 1	0.2948372	1	1	1	UP
glutamic pyruvate transaminase (alanine aminotransferase) 2	0.851055974999999	1	1	1	UP
glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	-0.499151875000002	1	1	1	DOWN
glutamic-oxaloacetic transaminase 1-like 1	0.7559785	1	1	1	UP
glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)	-0.00596349999999931	1	1	1	DOWN
glutamic-pyruvate transaminase (alanine aminotransferase)	-0.596984325	1	1	1	DOWN
glutaminase	-0.3146425	1	1	1	DOWN
glutaminase 2 (liver, mitochondrial)	-0.274487325	1	1	1	DOWN
glutamine and serine rich 1	0.426935025	1	1	1	UP
glutamine rich 2	0.212159475	1	1	1	UP
glutamine--fructose-6-phosphate transaminase 1	0.286816825	1	1	1	UP
glutamine-fructose-6-phosphate transaminase 2	0.506838974999999	1	1	1	UP
glutamine-rich 1	0.00749849999999965	1	1	1	UP
glutaminyl-peptide cyclotransferase	-0.336455125	1	1	1	DOWN
glutaminyl-peptide cyclotransferase-like	0.110128824999999	1	1	1	UP
glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	0.515756049999999	1	1	1	UP
glutaminyl-tRNA synthetase	0.107132	1	1	1	UP
glutamyl aminopeptidase (aminopeptidase A)	0.173296399999999	1	1	1	UP
glutamyl-prolyl-tRNA synthetase	-0.257714500000001	1	1	1	DOWN
glutamyl-tRNA synthetase 2, mitochondrial (putative)	0.0487109499999998	1	1	1	UP
glutamyl-tRNA(Gln) amidotransferase, subunit C homolog (bacterial)	-0.182046500000001	1	1	1	DOWN
glutaredoxin (thioltransferase)	-0.504162250000003	1	1	1	DOWN
glutaredoxin 2	0.2037445	1	1	1	UP
glutaredoxin 3	-0.282069750000001	1	1	1	DOWN
glutaredoxin 5	0.562465749999998	1	1	1	UP
glutaredoxin, cysteine rich 1	-0.0691764750000008	1	1	1	DOWN
glutaredoxin, cysteine rich 2	-0.330133825	1	1	1	DOWN
glutaryl-CoA dehydrogenase	0.262647675	1	1	1	UP
glutathione S-transferase alpha 2	2.062481	1	1	1	UP
glutathione S-transferase alpha 3	0.186224874999998	1	1	1	UP
glutathione S-transferase alpha 4	0.517180499999998	1	1	1	UP
glutathione S-transferase alpha 5	2.44870975	1	1	1	UP
glutathione S-transferase kappa 1	-0.586469	1	1	1	DOWN
glutathione S-transferase mu 1	-0.295295750000002	1	1	1	DOWN
glutathione S-transferase mu 2 (muscle)	0.238590125000001	1	1	1	UP
glutathione S-transferase mu 3 (brain)	-0.614636250000002	1	1	1	DOWN
glutathione S-transferase mu 4	-0.521323125	1	1	1	DOWN
glutathione S-transferase mu 5	0.372488999999998	1	1	1	UP
glutathione S-transferase omega 1	-0.685921500000001	1	1	1	DOWN
glutathione S-transferase omega 2	-0.196985575000001	1	1	1	DOWN
glutathione S-transferase pi 1	-0.304221375	1	1	1	DOWN
glutathione S-transferase theta 1	2.43460835	1	1	1	UP
glutathione S-transferase theta 2	-0.57332295	1	1	1	DOWN
glutathione S-transferase theta 2B (gene/pseudogene)	-0.716258300000002	1	1	1	DOWN
glutathione S-transferase, C-terminal domain containing	0.343344349999999	1	1	1	UP
glutathione peroxidase 1	-1.177090625	0.577790808476854	1	1	DOWN
glutathione peroxidase 2 (gastrointestinal)	0.0103879999999986	1	1	1	UP
glutathione peroxidase 3 (plasma)	2.20136625	1	1	1	UP
glutathione peroxidase 4 (phospholipid hydroperoxidase)	-0.260012250000002	1	1	1	DOWN
glutathione peroxidase 5 (epididymal androgen-related protein)	0.181548875000001	1	1	1	UP
glutathione peroxidase 6 (olfactory)	0.0906367999999999	1	1	1	UP
glutathione peroxidase 7	0.257470425	1	1	1	UP
glutathione peroxidase 8 (putative)	1.367583	0.898648750929644	1	1	UP
glutathione reductase	0.410867	1	1	1	UP
glutathione synthetase	0.176664124999999	1	1	1	UP
glutathione transferase zeta 1	-0.0535218000000006	1	1	1	DOWN
glyceraldehyde-3-phosphate dehydrogenase	-0.884340999999998	1	1	1	DOWN
glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	0.194108649999999	1	1	1	UP
glycerate kinase	-1.3678111	1	1	1	DOWN
glycerol kinase	-0.255957675	1	1	1	DOWN
glycerol kinase 2	0.2786354	1	1	1	UP
glycerol kinase 5 (putative)	-0.650713475	1	1	1	DOWN
glycerol-3-phosphate acyltransferase 2, mitochondrial	-0.55261715	1	1	1	DOWN
glycerol-3-phosphate acyltransferase, mitochondrial	-0.1959862	1	1	1	DOWN
glycerol-3-phosphate dehydrogenase 1 (soluble)	0.229915774999999	1	1	1	UP
glycerol-3-phosphate dehydrogenase 1-like	0.155368749999999	1	1	1	UP
glycerol-3-phosphate dehydrogenase 2 (mitochondrial)	-0.76338915	1	1	1	DOWN
glyceronephosphate O-acyltransferase	-0.257467250000001	1	1	1	DOWN
glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae)	0.286508675	1	1	1	UP
glycerophosphodiester phosphodiesterase 1	0.705441725	1	1	1	UP
glycerophosphodiester phosphodiesterase domain containing 1	1.038294175	1	1	1	UP
glycerophosphodiester phosphodiesterase domain containing 2	0.22020555	1	1	1	UP
glycerophosphodiester phosphodiesterase domain containing 3	0.5701276	1	1	1	UP
glycerophosphodiester phosphodiesterase domain containing 4	-0.541519575	1	1	1	DOWN
glycerophosphodiester phosphodiesterase domain containing 5	-0.332977250000001	1	1	1	DOWN
glycine C-acetyltransferase	-0.318507575000001	1	1	1	DOWN
glycine N-methyltransferase	-0.0937019250000013	1	1	1	DOWN
glycine amidinotransferase (L-arginine:glycine amidinotransferase)	1.46031055	1	1	1	UP
glycine cleavage system protein H (aminomethyl carrier)	-0.0622110500000012	1	1	1	DOWN
glycine dehydrogenase (decarboxylating)	-0.7894161	1	1	1	DOWN
glycine receptor, alpha 1	-0.424355525	1	1	1	DOWN
glycine receptor, alpha 2	0.186189075	1	1	1	UP
glycine receptor, alpha 3	0.0622353749999998	1	1	1	UP
glycine receptor, alpha 4	-0.587196925	1	1	1	DOWN
glycine receptor, beta	-0.0572781750000002	1	1	1	DOWN
glycine-N-acyltransferase	0.903190675	1	1	1	UP
glycine-N-acyltransferase-like 1	-0.2788385	1	1	1	DOWN
glycine-N-acyltransferase-like 2	-0.745572675000001	1	1	1	DOWN
glycine-N-acyltransferase-like 3	0.0876247499999997	1	1	1	UP
glycine/arginine rich protein 1	0.0839923499999995	1	1	1	UP
glycogen synthase 1 (muscle)	0.120820499999998	1	1	1	UP
glycogen synthase 2 (liver)	-0.0291749250000003	1	1	1	DOWN
glycogen synthase kinase 3 alpha	0.286279249999998	1	1	1	UP
glycogen synthase kinase 3 beta	0.112379000000001	1	1	1	UP
glycogenin 1	0.11805325	1	1	1	UP
glycogenin 2	0.214508575	1	1	1	UP
glycolipid transfer protein	0.49262625	1	1	1	UP
glycolipid transfer protein domain containing 1	0.450695	1	1	1	UP
glycolipid transfer protein domain containing 2	-0.00231327500000063	1	1	1	DOWN
glycophorin A (MNS blood group)	0.980145749999999	1	1	1	UP
glycophorin B (MNS blood group)	-0.373879625	1	1	1	DOWN
glycophorin C (Gerbich blood group)	-0.18601	1	1	1	DOWN
glycophorin E (MNS blood group)	-0.211993975	1	1	1	DOWN
glycoprotein (transmembrane) nmb	0.7096556	1	1	1	UP
glycoprotein 2 (zymogen granule membrane)	-0.0262106500000004	1	1	1	DOWN
glycoprotein A33 (transmembrane)	0.429665	1	1	1	UP
glycoprotein IX (platelet)	-0.55104	1	1	1	DOWN
glycoprotein Ib (platelet), alpha polypeptide	0.137891999999999	1	1	1	UP
glycoprotein Ib (platelet), beta polypeptide	0.281075275	1	1	1	UP
glycoprotein M6A	0.798613224999999	1	1	1	UP
glycoprotein M6B	1.200653325	1	1	1	UP
glycoprotein V (platelet)	0.0187361749999999	1	1	1	UP
glycoprotein VI (platelet)	-0.00490402500000103	1	1	1	DOWN
glycoprotein hormone alpha 2	-0.0185878	1	1	1	DOWN
glycoprotein hormone beta 5	0.267888949999999	1	1	1	UP
glycoprotein hormones, alpha polypeptide	-0.00202245000000024	1	1	1	DOWN
glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast)	0.606579124999998	1	1	1	UP
glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	0.244713549999999	1	1	1	UP
glycosylphosphatidylinositol anchored molecule like protein	0.0873274249999986	1	1	1	UP
glycosylphosphatidylinositol specific phospholipase D1	-0.237177025	1	1	1	DOWN
glycosyltransferase 1 domain containing 1	1.480754075	1	1	1	UP
glycosyltransferase 25 domain containing 1	0.0929264999999985	1	1	1	UP
glycosyltransferase 25 domain containing 2	-0.820426299999999	1	1	1	DOWN
glycosyltransferase 54 domain-containing protein	-0.604746875	0.885037227959038	1	1	DOWN
glycosyltransferase 6 domain containing 1	0.00379819999999964	1	1	1	UP
glycosyltransferase 8 domain containing 1	0.212665875	1	1	1	UP
glycosyltransferase 8 domain containing 2	-0.190079775	1	1	1	DOWN
glycosyltransferase-like 1B	0.969011199999999	1	1	1	UP
glycosyltransferase-like domain containing 1	0.400938399999999	1	1	1	UP
glycyl-tRNA synthetase	0.665756274999999	1	1	1	UP
glyoxalase I	-0.445333624999999	1	1	1	DOWN
glyoxalase domain containing 4	-0.103221550000002	1	1	1	DOWN
glyoxalase domain containing 5	0.2193401	1	1	1	UP
glyoxylate reductase 1 homolog (Arabidopsis)	0.390101374999998	1	1	1	UP
glyoxylate reductase/hydroxypyruvate reductase	-0.657967	1	1	1	DOWN
glypican 1	0.751090499999998	1	1	1	UP
glypican 2	-0.1532487	1	1	1	DOWN
glypican 3	0.4593105	1	1	1	UP
glypican 4	0.827201124999999	1	1	1	UP
glypican 5	1.70408625	0.175780673510521	1	1	UP
glypican 6	0.580570625000001	1	1	1	UP
golgi SNAP receptor complex member 1	0.543142075	1	1	1	UP
golgi SNAP receptor complex member 2	0.290831749999999	1	1	1	UP
golgi brefeldin A resistant guanine nucleotide exchange factor 1	0.227983949999999	1	1	1	UP
golgi glycoprotein 1	0.923294250000001	1	1	1	UP
golgi integral membrane protein 4	0.444617574999999	1	1	1	UP
golgi membrane protein 1	0.502340074999999	1	1	1	UP
golgi phosphoprotein 3 (coat-protein)	0.376698749999999	1	1	1	UP
golgi phosphoprotein 3-like	0.261384724999999	1	1	1	UP
golgi reassembly stacking protein 1, 65kDa	0.280884475	1	1	1	UP
golgi reassembly stacking protein 2, 55kDa	0.613255499999999	1	1	1	UP
golgi to ER traffic protein 4 homolog (S. cerevisiae)	0.293045000000001	1	1	1	UP
golgi transport 1A	0.175621625	1	1	1	UP
golgi transport 1B	-0.153577450000001	1	1	1	DOWN
golgi-associated PDZ and coiled-coil motif containing	0.39735525	1	1	1	UP
golgi-associated, gamma adaptin ear containing, ARF binding protein 1	-1.4644071	0.754721832160318	1	1	DOWN
golgi-associated, gamma adaptin ear containing, ARF binding protein 2	0.0198379749999987	1	1	1	UP
golgi-associated, gamma adaptin ear containing, ARF binding protein 3	0.915978425	1	1	1	UP
golgin A1	0.403372749999999	1	1	1	UP
golgin A2	0.881119799999999	1	1	1	UP
golgin A3	-0.73279495	1	1	1	DOWN
golgin A4	-0.609643700000001	1	1	1	DOWN
golgin A5	0.13489855	1	1	1	UP
golgin A6 family, member A	-0.2731052	1	1	1	DOWN
golgin A6 family, member C	0.53246155	1	1	1	UP
golgin A6 family-like	-0.100597624999999	1	1	1	DOWN
golgin A6 family-like 1	0.362224825	1	1	1	UP
golgin A6 family-like 10	-1.0637304	1	1	1	DOWN
golgin A6 family-like 6	0.518653225	1	1	1	UP
golgin A6 family-like 9	-1.09982675	0.581282607439677	1	1	DOWN
golgin A7	-0.3846785	1	1	1	DOWN
golgin A7 family, member B	0.33122285	1	1	1	UP
golgin A8 family, member A	-0.744574475000001	1	1	1	DOWN
golgin B1	-0.483733875000002	1	1	1	DOWN
golgin subfamily A member 2-like	-0.15231085	1	1	1	DOWN
golgin, RAB6-interacting	0.817020625	1	1	1	UP
gon-4-like (C. elegans)	0.493369724999999	1	1	1	UP
gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)	-0.272929425	1	1	1	DOWN
gonadotropin-releasing hormone 2	-0.2168655	1	1	1	DOWN
gonadotropin-releasing hormone receptor	0.1073526	1	1	1	UP
goosecoid homeobox	0.165402024999999	1	1	1	UP
goosecoid homeobox 2	0.218234675	1	1	1	UP
grainyhead-like 1 (Drosophila)	0.196758974999999	1	1	1	UP
grainyhead-like 2 (Drosophila)	-0.557287225	0.751275072062078	1	1	DOWN
grainyhead-like 3 (Drosophila)	0.269821449999999	1	1	1	UP
grancalcin, EF-hand calcium binding protein	-0.104127750000001	1	1	1	DOWN
granulin	0.482061499999999	1	1	1	UP
granulysin	0.47501455	1	1	1	UP
granzyme A (granzyme 1, cytotoxic T-lymphocyte-associated serine esterase 3)	0.635644124999999	1	1	1	UP
granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)	0.474653499999999	1	1	1	UP
granzyme H (cathepsin G-like 2, protein h-CCPX)	0.45232395	1	1	1	UP
granzyme K (granzyme 3; tryptase II)	-0.0646695750000002	1	1	1	DOWN
granzyme M (lymphocyte met-ase 1)	-0.511230000000002	1	1	1	DOWN
gremlin 1	1.09247235	1	1	1	UP
gremlin 2	0.831167075	1	1	1	UP
group 10 secretory phospholipase A2-like	-0.171707300000002	1	1	1	DOWN
group-specific component (vitamin D binding protein)	0.0481316999999999	1	1	1	UP
growth arrest and DNA-damage-inducible, alpha	0.135219500000001	1	1	1	UP
growth arrest and DNA-damage-inducible, beta	0.496401749999999	1	1	1	UP
growth arrest and DNA-damage-inducible, gamma	-0.0657507250000013	1	1	1	DOWN
growth arrest and DNA-damage-inducible, gamma interacting protein 1	-0.172367750000001	1	1	1	DOWN
growth arrest-specific 1	0.52179275	1	1	1	UP
growth arrest-specific 2	-0.0752906750000002	1	1	1	DOWN
growth arrest-specific 2 like 1	0.31032725	1	1	1	UP
growth arrest-specific 2 like 2	0.60455	1	1	1	UP
growth arrest-specific 2 like 3	-0.533097325	1	1	1	DOWN
growth arrest-specific 6	0.86048325	1	1	1	UP
growth arrest-specific 7	0.137002224999999	1	1	1	UP
growth arrest-specific 8	0.99481825	1	1	1	UP
growth associated protein 43	0.217036375	1	1	1	UP
growth differentiation factor 1	-0.38484215	1	1	1	DOWN
growth differentiation factor 10	0.17541655	1	1	1	UP
growth differentiation factor 11	0.234439475	1	1	1	UP
growth differentiation factor 15	-0.104933275	1	1	1	DOWN
growth differentiation factor 2	0.183547624999999	1	1	1	UP
growth differentiation factor 3	2.3531525	0.0818872046009879	0.848249568145855	1	UP
growth differentiation factor 5	-0.158815875	1	1	1	DOWN
growth differentiation factor 6	0.131824925	1	1	1	UP
growth differentiation factor 7	-0.0876572500000002	1	1	1	DOWN
growth differentiation factor 9	0.0945530749999992	1	1	1	UP
growth factor independent 1 transcription repressor	0.35940315	1	1	1	UP
growth factor independent 1B transcription repressor	-0.406549125	1	1	1	DOWN
growth factor receptor-bound protein 10	1.0823258	1	1	1	UP
growth factor receptor-bound protein 14	0.427586624999999	1	1	1	UP
growth factor receptor-bound protein 2	0.158563749999999	1	1	1	UP
growth factor receptor-bound protein 7	-0.360019700000002	1	1	1	DOWN
growth factor, augmenter of liver regeneration	0.22472	1	1	1	UP
growth hormone 1	0.0826759249999983	1	1	1	UP
growth hormone 2	0.687721275	1	1	1	UP
growth hormone inducible transmembrane protein	-1.134078225	1	1	1	DOWN
growth hormone receptor	-0.0905098749999999	1	1	1	DOWN
growth hormone regulated TBC protein 1	0.156336774999999	1	1	1	UP
growth hormone releasing hormone	0.270493075	1	1	1	UP
growth hormone releasing hormone receptor	0.584536699999999	1	1	1	UP
growth hormone secretagogue receptor	-0.566551750000001	1	1	1	DOWN
growth regulation by estrogen in breast cancer 1	1.621478875	1	1	1	UP
growth regulation by estrogen in breast cancer-like	0.434143999999999	1	1	1	UP
guanidinoacetate N-methyltransferase	-0.37311975	1	1	1	DOWN
guanine deaminase	0.0477274999999998	1	1	1	UP
guanine monphosphate synthetase	0.331449599999999	1	1	1	UP
guanine nucleotide binding protein (G protein) alpha 12	0.280336249999999	1	1	1	UP
guanine nucleotide binding protein (G protein), alpha 11 (Gq class)	-0.11662075	1	1	1	DOWN
guanine nucleotide binding protein (G protein), alpha 13	-0.207327750000001	1	1	1	DOWN
guanine nucleotide binding protein (G protein), alpha 14	0.00539362499999991	1	1	1	UP
guanine nucleotide binding protein (G protein), alpha 15 (Gq class)	-0.895780750000001	1	1	1	DOWN
guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O	0.371565	1	1	1	UP
guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type	0.07581655	1	1	1	UP
guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	0.160456225	1	1	1	UP
guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2	0.229980375000001	1	1	1	UP
guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	-0.203249825	1	1	1	DOWN
guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1	0.52357065	1	1	1	UP
guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2	-0.302561625	1	1	1	DOWN
guanine nucleotide binding protein (G protein), alpha z polypeptide	0.905329299999999	0.925231135128143	1	1	UP
guanine nucleotide binding protein (G protein), beta 5	1.00843805	1	1	1	UP
guanine nucleotide binding protein (G protein), beta polypeptide 1	0.42521	1	1	1	UP
guanine nucleotide binding protein (G protein), beta polypeptide 1-like	0.539003999999999	1	1	1	UP
guanine nucleotide binding protein (G protein), beta polypeptide 2	0.323683375	1	1	1	UP
guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1	-0.709820750000002	1	1	1	DOWN
guanine nucleotide binding protein (G protein), beta polypeptide 3	-0.12397185	1	1	1	DOWN
guanine nucleotide binding protein (G protein), beta polypeptide 4	-0.251414500000001	1	1	1	DOWN
guanine nucleotide binding protein (G protein), gamma 10	-0.194129375000002	1	1	1	DOWN
guanine nucleotide binding protein (G protein), gamma 11	-0.33556725	1	1	1	DOWN
guanine nucleotide binding protein (G protein), gamma 12	0.100337	1	1	1	UP
guanine nucleotide binding protein (G protein), gamma 12-like	0.348957774999999	1	1	1	UP
guanine nucleotide binding protein (G protein), gamma 13	0.224710249999999	1	1	1	UP
guanine nucleotide binding protein (G protein), gamma 2	0.178159125	1	1	1	UP
guanine nucleotide binding protein (G protein), gamma 3	-0.1112892	1	1	1	DOWN
guanine nucleotide binding protein (G protein), gamma 4	1.305593	1	1	1	UP
guanine nucleotide binding protein (G protein), gamma 5	-0.384552750000001	1	1	1	DOWN
guanine nucleotide binding protein (G protein), gamma 7	0.194497999999999	1	1	1	UP
guanine nucleotide binding protein (G protein), gamma 8	0.350756325	1	1	1	UP
guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1	0.133210675	1	1	1	UP
guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2	0.138821099999999	1	1	1	UP
guanine nucleotide binding protein (G protein), q polypeptide	-0.346802375000001	1	1	1	DOWN
guanine nucleotide binding protein, alpha transducing 3	0.380698475	1	1	1	UP
guanine nucleotide binding protein-like 1	-0.164574575	1	1	1	DOWN
guanine nucleotide binding protein-like 2 (nucleolar)	-0.439083750000003	1	1	1	DOWN
guanine nucleotide binding protein-like 3 (nucleolar)	-0.0704579999999993	1	1	1	DOWN
guanine nucleotide binding protein-like 3 (nucleolar)-like	0.655811024999999	0.656964742635218	1	1	UP
guanine nucleotide binding protein-like 3 (nucleolar)-like pseudogene 1	0.234595124999999	1	1	1	UP
guanosine monophosphate reductase	0.652481749999999	1	1	1	UP
guanosine monophosphate reductase 2	0.195164	1	1	1	UP
guanylate binding protein 1, interferon-inducible	0.0868997749999999	1	1	1	UP
guanylate binding protein 2, interferon-inducible	0.390094099999999	1	1	1	UP
guanylate binding protein 3	-0.3882503	1	1	1	DOWN
guanylate binding protein 4	0.532140624999999	1	1	1	UP
guanylate binding protein 5	0.186610074999999	1	1	1	UP
guanylate binding protein 7	-0.000582825000000399	1	1	1	DOWN
guanylate binding protein family, member 6	-0.909833249999999	0.469094467286181	1	1	DOWN
guanylate cyclase 1, soluble, alpha 2	0.973895674999999	1	1	1	UP
guanylate cyclase 1, soluble, alpha 3	0.3465663	1	1	1	UP
guanylate cyclase 1, soluble, beta 3	0.3896305	1	1	1	UP
guanylate cyclase 2C (heat stable enterotoxin receptor)	0.029790525	1	1	1	UP
guanylate cyclase 2D, membrane (retina-specific)	-0.458967825	1	1	1	DOWN
guanylate cyclase 2F, retinal	-0.00880085000000043	1	1	1	DOWN
guanylate cyclase activator 1A (retina)	-0.207589275	1	1	1	DOWN
guanylate cyclase activator 1B (retina)	0.509474175	1	1	1	UP
guanylate cyclase activator 1C	0.272709025	1	1	1	UP
guanylate cyclase activator 2A (guanylin)	0.286328174999999	1	1	1	UP
guanylate cyclase activator 2B (uroguanylin)	0.21792845	1	1	1	UP
guanylate kinase 1	-0.453763250000002	1	1	1	DOWN
gypsy retrotransposon integrase 1	-0.82134615	1	1	1	DOWN
hCG1645220	-0.244354275	1	1	1	DOWN
hCG1657980	0.647502499999999	1	1	1	UP
hCG1986447	0.7515268	1	1	1	UP
hCG1994895	-0.182883225	1	1	1	DOWN
hCG1999814	-0.0698375250000005	1	1	1	DOWN
hCG2003663	1.118250625	1	1	1	UP
hCG2019139	0.00930897499999983	1	1	1	UP
hCG2020170	0.2181118	1	1	1	UP
hCG2028352-like	0.347964149999998	1	1	1	UP
hCG2044975	0.0365665999999999	1	1	1	UP
hCG2045437	-0.2909413	1	1	1	DOWN
hairless homolog (mouse)	1.0584995	0.800717158728137	1	1	UP
hairy and enhancer of split 1, (Drosophila)	1.3393056	1	1	1	UP
hairy and enhancer of split 2 (Drosophila)	0.19464265	1	1	1	UP
hairy and enhancer of split 3 (Drosophila)	-0.685037125	1	1	1	DOWN
hairy and enhancer of split 4 (Drosophila)	0.763804625	1	1	1	UP
hairy and enhancer of split 5 (Drosophila)	0.5545053	1	1	1	UP
hairy and enhancer of split 6 (Drosophila)	0.405395625000001	1	1	1	UP
hairy and enhancer of split 7 (Drosophila)	-0.41841	1	1	1	DOWN
hairy/enhancer-of-split related with YRPW motif 1	0.00101814999999998	1	1	1	UP
hairy/enhancer-of-split related with YRPW motif 2	1.36478675	1	1	1	UP
hairy/enhancer-of-split related with YRPW motif-like	0.361267174999999	1	1	1	UP
haloacid dehalogenase-like hydrolase domain containing 1	-0.0601407000000003	1	1	1	DOWN
haloacid dehalogenase-like hydrolase domain containing 2	0.0144823249999995	1	1	1	UP
haloacid dehalogenase-like hydrolase domain containing 3	-0.4184338	1	1	1	DOWN
haptoglobin	-0.215107775	1	1	1	DOWN
haptoglobin-related protein	-1.277257475	1	1	1	DOWN
harakiri, BCL2 interacting protein (contains only BH3 domain)	0.461571274999999	1	1	1	UP
harbinger transposase derived 1	0.598108825	1	1	1	UP
headcase homolog (Drosophila)	0.193228249999999	1	1	1	UP
heart and neural crest derivatives expressed 1	-0.365785300000001	1	1	1	DOWN
heart and neural crest derivatives expressed 2	1.86987865	1	1	1	UP
heat shock 105kDa/110kDa protein 1	0.410362374999999	1	1	1	UP
heat shock 10kDa protein 1 (chaperonin 10)	-0.699199375000001	1	1	1	DOWN
heat shock 22kDa protein 8	0.8073147	1	1	1	UP
heat shock 27kDa protein 1	0.235515624999998	1	1	1	UP
heat shock 27kDa protein 2	-0.202768675	1	1	1	DOWN
heat shock 27kDa protein 3	-0.255456750000001	1	1	1	DOWN
heat shock 27kDa protein family, member 7 (cardiovascular)	0.76292745	1	1	1	UP
heat shock 60kDa protein 1 (chaperonin)	-0.477472750000001	1	1	1	DOWN
heat shock 70kD protein 12B	0.260845575	1	1	1	UP
heat shock 70kDa protein 1-like	0.5103965	1	1	1	UP
heat shock 70kDa protein 12A	0.209382049999999	1	1	1	UP
heat shock 70kDa protein 14	-0.534886875000001	1	1	1	DOWN
heat shock 70kDa protein 1A	0.759039749999999	1	1	1	UP
heat shock 70kDa protein 1B	0.83707125	1	1	1	UP
heat shock 70kDa protein 2	0.00926829999999959	1	1	1	UP
heat shock 70kDa protein 4	0.400874875000001	1	1	1	UP
heat shock 70kDa protein 4-like	-0.100832825000001	1	1	1	DOWN
heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)	0.14988795	1	1	1	UP
heat shock 70kDa protein 6 (HSP70B')	-0.434920250000001	1	1	1	DOWN
heat shock 70kDa protein 8	-0.514316500000002	1	1	1	DOWN
heat shock 70kDa protein 9 (mortalin)	0.307580125	1	1	1	UP
heat shock factor binding protein 1	-0.296371075000001	1	1	1	DOWN
heat shock factor binding protein 1-like 1	-0.248244125000001	1	1	1	DOWN
heat shock protein 70kDa family, member 13	-0.159628625	1	1	1	DOWN
heat shock protein 90kDa alpha (cytosolic), class A member 1	-0.746151	1	1	1	DOWN
heat shock protein 90kDa alpha (cytosolic), class A member 2	-0.5463375	1	1	1	DOWN
heat shock protein 90kDa alpha (cytosolic), class A member 5, pseudogene	0.0900015	1	1	1	UP
heat shock protein 90kDa alpha (cytosolic), class B member 1	0.3074865	1	1	1	UP
heat shock protein 90kDa alpha (cytosolic), class B member 5, pseudogene	0.500323249999999	1	1	1	UP
heat shock protein 90kDa alpha (cytosolic), class B member 6, pseudogene	0.7847499	1	1	1	UP
heat shock protein 90kDa beta (Grp94), member 1	0.272069999999997	1	1	1	UP
heat shock protein family B (small), member 11	-0.89577075	0.847446621131937	1	1	DOWN
heat shock protein, alpha-crystallin-related, B6	0.193990624999999	1	1	1	UP
heat shock protein, alpha-crystallin-related, B9	0.493727099999999	1	1	1	UP
heat shock transcription factor 1	0.573406749999998	1	1	1	UP
heat shock transcription factor 2	-0.312162275	1	1	1	DOWN
heat shock transcription factor 2 binding protein	-0.571320175000001	1	1	1	DOWN
heat shock transcription factor 4	-0.47593785	1	1	1	DOWN
heat shock transcription factor family member 5	0.21017655	1	1	1	UP
heat shock transcription factor family, X linked 1	0.105952124999999	1	1	1	UP
heat shock transcription factor, Y linked 2	0.0808846249999996	1	1	1	UP
heat-responsive protein 12	-0.766824125000001	0.256216315075101	1	1	DOWN
hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1	0.3735029	1	1	1	UP
hect domain and RLD 2	1.1062627	1	1	1	UP
hect domain and RLD 2 pseudogene 7	-0.718128950000001	1	1	1	DOWN
